"3,Bali,SPBU M,1136,3,e-wallet,"" Rp320,000.00 "",,,,,,"
"3,Bali,SPBU L,1137,1,debit,"" Rp320,000.00 "",,,,,,"
"6,Sumatera,SPBU R,1138,2,credit,"" Rp31,500.00 "",,,,,,"
"6,Sumatera,SPBU S,1139,3,e-wallet,"" Rp270,000.00 "",,,,,,"
"6,Sumatera,SPBU T,1140,1,debit,"" Rp260,000.00 "",,,,,,"
"6,Sumatera,SPBU R,1141,2,credit,"" Rp255,000.00 "",,,,,,"
"6,Sumatera,SPBU S,1142,1,debit,"" Rp335,000.00 "",,,,,,"
"6,Sumatera,SPBU T,1143,2,credit,"" Rp295,000.00 "",,,,,,"
"6,Sumatera,SPBU R,1144,3,e-wallet,"" Rp335,000.00 "",,,,,,"
"6,Sumatera,SPBU S,1145,2,credit,"" Rp31,500.00 "",,,,,,"
"6,Sumatera,SPBU T,1146,1,debit,"" Rp285,000.00 "",,,,,,"
"6,Sumatera,SPBU R,1147,3,e-wallet,"" Rp305,000.00 "",,,,,,"
"6,Sumatera,SPBU S,1148,2,credit,"" Rp32,000.00 "",,,,,,"
"6,Sumatera,SPBU T,1149,1,debit,"" Rp300,000.00 "",,,,,,"
"6,Sumatera,SPBU S,1150,1,debit,"" Rp305,000.00 "",,,,,,"
