spbu_id,spbu_name,location,transaction_id,payment_id,payment_type,amount
6,Sumatera,SPBU R,3138,2,credit,50000
6,Sumatera,SPBU S,3139,3,e-wallet,140000
6,Sumatera,SPBU T,3140,1,debit,50000
6,Sumatera,SPBU R,3141,2,credit,255000
6,Sumatera,SPBU S,3142,1,debit,50000
6,Sumatera,SPBU T,3143,2,credit,295000
6,Sumatera,SPBU R,3144,3,e-wallet,160000
6,Sumatera,SPBU S,3145,2,credit,140000
6,Sumatera,SPBU T,3146,1,debit,50000
3,Bali,SPBU N,3147,3,e-wallet,160000
3,Bali,SPBU L,3148,2,credit,265000
3,Bali,SPBU M,3149,1,debit,140000
3,Bali,SPBU L,3150,1,debit,160000
,,,,,,
