spbu_id,spbu_name,location,transaction_id,payment_id,payment_type,amount
2,Banten,SPBU K,2045,2,credit," Rp32,500.00 "
2,Banten,SPBU I,2046,2,credit," Rp275,000.00 "
2,Banten,SPBU K,2047,1,debit," Rp28,500.00 "
2,Banten,SPBU J,2048,2,credit," Rp310,000.00 "
2,Banten,SPBU K,2049,3,e-wallet," Rp140,000.00 "
2,Banten,SPBU I,2050,2,credit," Rp305,000.00 "
2,Banten,SPBU K,2051,1,debit," Rp31,500.00 "
2,Banten,SPBU K,2052,3,e-wallet," Rp140,000.00 "
2,Banten,SPBU J,2053,2,credit," Rp30,000.00 "
2,Banten,SPBU I,2054,1,debit," Rp28,000.00 "
2,Banten,SPBU K,2055,1,debit," Rp35,000.00 "
2,Banten,SPBU J,2056,3,e-wallet," Rp31,500.00 "
2,Banten,SPBU K,2057,1,debit," Rp295,000.00 "
2,Banten,SPBU I,2058,2,credit," Rp255,000.00 "
2,Banten,SPBU J,2059,2,credit," Rp26,000.00 "
2,Banten,SPBU J,2060,3,e-wallet," Rp300,000.00 "
2,Banten,SPBU K,2061,1,debit," Rp33,000.00 "
2,Banten,SPBU K,2062,1,debit," Rp27,000.00 "
2,Banten,SPBU K,2063,2,credit," Rp275,000.00 "
2,Banten,SPBU I,2064,3,e-wallet," Rp27,000.00 "
2,Banten,SPBU K,2065,1,debit," Rp260,000.00 "
2,Banten,SPBU J,2066,2,credit," Rp26,000.00 "
2,Banten,SPBU K,2067,2,credit," Rp260,000.00 "
2,Banten,SPBU J,2068,1,debit," Rp26,500.00 "
2,Banten,SPBU K,2069,3,e-wallet," Rp140,000.00 "
2,Banten,SPBU J,2070,1,debit," Rp28,500.00 "
2,Banten,SPBU K,2071,3,e-wallet," Rp265,000.00 "
2,Banten,SPBU K,2072,2,credit," Rp26,000.00 "
2,Banten,SPBU J,2073,2,credit," Rp26,000.00 "
2,Banten,SPBU J,2074,1,debit," Rp32,500.00 "
2,Banten,SPBU J,2075,3,e-wallet," Rp275,000.00 "
2,Banten,SPBU J,2076,2,credit," Rp140,000.00 "
2,Banten,SPBU I,2077,1,debit," Rp34,500.00 "
2,Banten,SPBU J,2078,3,e-wallet," Rp33,000.00 "
2,Banten,SPBU I,2079,1,debit," Rp285,000.00 "
2,Banten,SPBU I,2080,2,credit," Rp280,000.00 "
2,Banten,SPBU I,2081,2,credit," Rp140,000.00 "
2,Banten,SPBU J,2082,3,e-wallet," Rp280,000.00 "
2,Banten,SPBU I,2083,1,debit," Rp32,000.00 "
2,Banten,SPBU I,2084,2,credit," Rp32,000.00 "
2,Banten,SPBU I,2085,1,debit," Rp27,000.00 "
6,Sumatera,SPBU T,2086,2,credit," Rp30,500.00 "
6,Sumatera,SPBU R,2087,3,e-wallet," Rp28,000.00 "
6,Sumatera,SPBU S,2088,1,debit," Rp140,000.00 "
6,Sumatera,SPBU T,2089,2,credit," Rp280,000.00 "
6,Sumatera,SPBU R,2090,3,e-wallet," Rp30,000.00 "
6,Sumatera,SPBU S,2091,1,debit," Rp300,000.00 "
2,Banten,SPBU K,2092,2,credit," Rp29,500.00 "
2,Banten,SPBU I,2093,2,credit," Rp27,000.00 "
2,Banten,SPBU J,2094,3,e-wallet," Rp28,000.00 "
2,Banten,SPBU K,2095,1,debit," Rp295,000.00 "
2,Banten,SPBU I,2096,2,credit," Rp140,000.00 "
2,Banten,SPBU K,2097,1,debit," Rp28,000.00 "
2,Banten,SPBU J,2098,3,e-wallet," Rp300,000.00 "
2,Banten,SPBU I,2099,2,credit," Rp31,500.00 "
2,Banten,SPBU J,2100,1,debit," Rp28,000.00 "
2,Banten,SPBU I,2101,1,debit," Rp295,000.00 "
2,Banten,SPBU J,2102,2,credit," Rp25,000.00 "
2,Banten,SPBU K,2103,3,e-wallet," Rp285,000.00 "
2,Banten,SPBU J,2104,1,debit," Rp140,000.00 "
2,Banten,SPBU I,2105,2,credit," Rp30,500.00 "
2,Banten,SPBU K,2106,3,e-wallet," Rp26,000.00 "
2,Banten,SPBU J,2107,1,debit," Rp31,500.00 "
5,Jawa Tengah,SPBU O,2108,1,debit," Rp270,000.00 "
5,Jawa Tengah,SPBU P,2109,3,e-wallet," Rp295,000.00 "
5,Jawa Tengah,SPBU O,2110,1,debit," Rp270,000.00 "
3,Bali,SPBU M,2111,3,e-wallet," Rp305,000.00 "
3,Bali,SPBU N,2112,2,credit," Rp140,000.00 "
3,Bali,SPBU L,2113,2,credit," Rp250,000.00 "
3,Bali,SPBU M,2114,1,debit," Rp260,000.00 "
3,Bali,SPBU L,2115,1,debit," Rp280,000.00 "
3,Bali,SPBU M,2116,3,e-wallet," Rp315,000.00 "
3,Bali,SPBU N,2117,1,debit," Rp25,000.00 "
5,Jawa Tengah,SPBU O,2118,2,credit," Rp140,000.00 "
5,Jawa Tengah,SPBU P,2119,3,e-wallet," Rp305,000.00 "
5,Jawa Tengah,SPBU O,2120,1,debit," Rp140,000.00 "
5,Jawa Tengah,SPBU P,2121,2,credit," Rp320,000.00 "
3,Bali,SPBU L,2122,2,credit," Rp140,000.00 "
3,Bali,SPBU M,2123,2,credit," Rp295,000.00 "
3,Bali,SPBU N,2124,3,e-wallet," Rp255,000.00 "
3,Bali,SPBU L,2125,1,debit," Rp320,000.00 "
3,Bali,SPBU M,2126,2,credit," Rp31,000.00 "
3,Bali,SPBU L,2127,1,debit," Rp290,000.00 "
3,Bali,SPBU M,2128,2,credit," Rp290,000.00 "
3,Bali,SPBU N,2129,3,e-wallet," Rp325,000.00 "
3,Bali,SPBU L,2130,1,debit," Rp28,000.00 "
3,Bali,SPBU M,2131,3,e-wallet," Rp140,000.00 "
3,Bali,SPBU L,2132,2,credit," Rp255,000.00 "
5,Jawa Tengah,SPBU O,2133,2,credit," Rp25,000.00 "
5,Jawa Tengah,SPBU P,2134,1,debit," Rp305,000.00 "
5,Jawa Tengah,SPBU O,2135,1,debit," Rp285,000.00 "
5,Jawa Tengah,SPBU P,2136,3,e-wallet," Rp320,000.00 "
3,Bali,SPBU L,2137,1,debit," Rp320,000.00 "
6,Sumatera,SPBU R,2138,2,credit," Rp31,500.00 "
6,Sumatera,SPBU S,2139,3,e-wallet," Rp270,000.00 "
6,Sumatera,SPBU T,2140,1,debit," Rp255,000.00 "
6,Sumatera,SPBU R,2141,2,credit," Rp255,000.00 "
6,Sumatera,SPBU S,2142,1,debit," Rp335,000.00 "
6,Sumatera,SPBU T,2143,2,credit," Rp295,000.00 "
6,Sumatera,SPBU R,2144,3,e-wallet," Rp320,000.00 "
6,Sumatera,SPBU S,2145,2,credit," Rp320,000.00 "
6,Sumatera,SPBU T,2146,1,debit," Rp285,000.00 "
6,Sumatera,SPBU R,2147,3,e-wallet," Rp305,000.00 "
6,Sumatera,SPBU S,2148,2,credit," Rp32,000.00 "
6,Sumatera,SPBU T,2149,1,debit," Rp300,000.00 "
6,Sumatera,SPBU S,2150,1,debit," Rp320,000.00 "
